study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_standardised,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,effect_direction_label_raw,higher_better_notes,c_mean,c_sd,c_n,c_se,c_ci,ex_mean,ex_sd,ex_n,ex_se,ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,...72,corrections_notes_AL,c_mean_analysis,c_mean_method,c_sd_analysis,c_sd_method,c_se_analysis,c_se_method,ex_mean_analysis,ex_mean_method,ex_sd_analysis,ex_sd_method,ex_se_analysis,ex_se_method
abramova_2021_front,ex018,con014,out042,es074,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",female,20,,none,,anxiety,Open Field Test (OFT),Square arena on PND20,Sections crossed,count,count,light_phase,Figure 2a,OF-pups-abramova2015,C_f_sq,PS_f_sq,C_PS_f_sq,independent,yes,Negative,,29,15.7903,25,3.1581,,24.8421,12.6985,19,2.9132,,Extracted all from raw data,,,,,,,,yes,,,,29,Extracted mean used unchanged,15.7903,Extracted SD used unchanged,3.1581,Extracted SE used unchanged,24.8421,Extracted mean used unchanged,12.6985,Extracted SD used unchanged,2.9132,Extracted SE used unchanged
abramova_2021_front,ex019,con015,out042,es075,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",male,20,,none,,anxiety,Open Field Test (OFT),,Sections crossed,count,count,light_phase,Figure 2a,OF-pups-abramova2016,C_m_sq,PS_m_sq,C_PS_m_sq,independent,yes,Negative,,33.7391,16.896,23,3.5231,,22.1667,14.5733,18,3.435,,Extracted all from raw data,,,,,,,,yes,,,,33.7391,Extracted mean used unchanged,16.896,Extracted SD used unchanged,3.5231,Extracted SE used unchanged,22.1667,Extracted mean used unchanged,14.5733,Extracted SD used unchanged,3.435,Extracted SE used unchanged
abramova_2021_front,ex018,con014,out043,es076,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",female,20,,none,,anxiety,Open Field Test (OFT),,Rearing frequency,count,count,light_phase,Figure 2b,OF-pups-abramova2017,C_f_re,PS_f_re,C_PS_f_re,independent,yes,Negative,,8.92,6.9337,25,1.3867,,6.8947,4.4208,19,1.0142,,Extracted all from raw data,,,,,,,,yes,,,,8.92,Extracted mean used unchanged,6.9337,Extracted SD used unchanged,1.3867,Extracted SE used unchanged,6.8947,Extracted mean used unchanged,4.4208,Extracted SD used unchanged,1.0142,Extracted SE used unchanged
abramova_2021_front,ex019,con015,out043,es077,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",male,20,,none,,anxiety,Open Field Test (OFT),,Rearing frequency,count,count,light_phase,Figure 2b,OF-pups-abramova2018,C_m_re,PS_m_re,C_PS_m_re,independent,yes,Negative,,10.1304,8.7558,23,1.8257,,4.3889,4.1747,18,0.984,,Extracted all from raw data,,,,,,,,yes,,,,10.1304,Extracted mean used unchanged,8.7558,Extracted SD used unchanged,1.8257,Extracted SE used unchanged,4.3889,Extracted mean used unchanged,4.1747,Extracted SD used unchanged,0.984,Extracted SE used unchanged
abramova_2021_front,ex018,con014,out044,es078,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",female,20,,none,,anxiety,Open Field Test (OFT),,Center entries (crossing),count,count,light_phase,Raw data,OF-pups-abramova2019,C_f_cen,PS_f_cen,C_PS_f_cen,independent,yes,Negative,,1.16,1.4911,25,0.2982,,1.3158,2.029,19,0.4655,,Extracted all from raw data,,,,,,,,yes,,,,1.16,Extracted mean used unchanged,1.4911,Extracted SD used unchanged,0.2982,Extracted SE used unchanged,1.3158,Extracted mean used unchanged,2.029,Extracted SD used unchanged,0.4655,Extracted SE used unchanged
abramova_2021_front,ex019,con015,out044,es079,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",male,20,,none,,anxiety,Open Field Test (OFT),,Center entries (crossing),count,count,light_phase,Raw data,OF-pups-abramova2020,C_m_cen,PS_m_cen,C_PS_m_cen,independent,yes,Negative,,2.2609,2.5265,23,0.5268,,0.8889,2.3235,18,0.5477,,Extracted all from raw data,,,,,,,,yes,,,,2.2609,Extracted mean used unchanged,2.5265,Extracted SD used unchanged,0.5268,Extracted SE used unchanged,0.8889,Extracted mean used unchanged,2.3235,Extracted SD used unchanged,0.5477,Extracted SE used unchanged
abramova_2021_front,ex018,con014,out045,es080,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",female,20,,none,,anxiety,Open Field Test (OFT),,Time in central square,count,count,light_phase,Raw data,OF-pups-abramova2021,C_f_centt,PS_f_centt,C_PS_f_centt,independent,yes,Negative,,2.0964,3.3901,25,0.678,,2.9368,5.119,19,1.1744,,Extracted all from raw data,,,,,,,,yes,,,,2.0964,Extracted mean used unchanged,3.3901,Extracted SD used unchanged,0.678,Extracted SE used unchanged,2.9368,Extracted mean used unchanged,5.119,Extracted SD used unchanged,1.1744,Extracted SE used unchanged
abramova_2021_front,ex019,con015,out045,es081,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",male,20,,none,,anxiety,Open Field Test (OFT),,Time in central square,count,count,light_phase,Raw data,OF-pups-abramova2022,C_m_centt,PS_m_centt,C_PS_m_centt,independent,yes,Negative,,5.177,6.8377,23,1.4258,,0.7739,2.1925,18,0.5168,,Extracted all from raw data,,,,,,,,yes,,,,5.177,Extracted mean used unchanged,6.8377,Extracted SD used unchanged,1.4258,Extracted SE used unchanged,0.7739,Extracted mean used unchanged,2.1925,Extracted SD used unchanged,0.5168,Extracted SE used unchanged
abramova_2021_front,ex018,con014,out046,es082,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",female,20,,none,,anxiety,Open Field Test (OFT),,Grooming frequency,count,count,light_phase,Raw data,OF-pups-abramova2023,C_f_gfr,PS_f_gfr,C_PS_f_gfr,independent,no,Positive,,3.76,1.6653,25,0.3331,,2.7895,1.782,19,0.4088,,Extracted all from raw data,,,,,,,,yes,,,,3.76,Extracted mean used unchanged,1.6653,Extracted SD used unchanged,0.3331,Extracted SE used unchanged,2.7895,Extracted mean used unchanged,1.782,Extracted SD used unchanged,0.4088,Extracted SE used unchanged
abramova_2021_front,ex019,con015,out046,es083,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",male,20,,none,,anxiety,Open Field Test (OFT),,Grooming frequency,count,count,light_phase,Raw data,OF-pups-abramova2024,C_m_gfr,PS_m_gfr,C_PS_m_gfr,independent,no,Positive,,2.6522,1.465,23,0.3055,,3,1.7489,18,0.4122,,Extracted all from raw data,,,,,,,,yes,,,,2.6522,Extracted mean used unchanged,1.465,Extracted SD used unchanged,0.3055,Extracted SE used unchanged,3,Extracted mean used unchanged,1.7489,Extracted SD used unchanged,0.4122,Extracted SE used unchanged
abramova_2021_front,ex018,con014,out047,es084,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",female,20,,none,,anxiety,Open Field Test (OFT),,Total grooming time,time,seconds,light_phase,Raw data,OF-pups-abramova2025,C_f_gtt,PS_f_gtt,C_PS_f_gtt,independent,no,Positive,,34.048,25.0853,25,5.0171,,28.2516,24.6902,19,5.6643,,Extracted all from raw data,,,,,,,,yes,,,,34.048,Extracted mean used unchanged,25.0853,Extracted SD used unchanged,5.0171,Extracted SE used unchanged,28.2516,Extracted mean used unchanged,24.6902,Extracted SD used unchanged,5.6643,Extracted SE used unchanged
abramova_2021_front,ex019,con015,out047,es085,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",male,20,,none,,anxiety,Open Field Test (OFT),,Total grooming time,time,seconds,light_phase,Raw data,OF-pups-abramova2026,C_m_gtt,PS_m_gtt,C_PS_m_gtt,independent,no,Positive,,16.3787,13.1338,23,2.7386,,24.2061,17.297,18,4.0769,,Extracted all from raw data,,,,,,,,yes,,,,16.3787,Extracted mean used unchanged,13.1338,Extracted SD used unchanged,2.7386,Extracted SE used unchanged,24.2061,Extracted mean used unchanged,17.297,Extracted SD used unchanged,4.0769,Extracted SE used unchanged
abramova_2021_front,ex018,con014,out048,es086,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",female,20,,none,,anxiety,Open Field Test (OFT),,Total freezing time,time,seconds,light_phase,Figure 2c,OF-pups-abramova2027,C_f_frtt,PS_f_fr,C_PS_f_fr,independent,no,Positive,,36.678,36.638,25,7.3276,,62.3595,53.8477,19,12.3535,,Extracted all from raw data,,,,,,,,yes,,,,36.678,Extracted mean used unchanged,36.638,Extracted SD used unchanged,7.3276,Extracted SE used unchanged,62.3595,Extracted mean used unchanged,53.8477,Extracted SD used unchanged,12.3535,Extracted SE used unchanged
abramova_2021_front,ex019,con015,out048,es087,Yes,"One control female, one male and one experimental female and one male",The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,,Rattus norvegicus,albino rat,Wistar rat,,not reported,"early, mid, late",full_gestation,3 weeks,21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"""normal conditions without ultrasound""",male,20,,none,,anxiety,Open Field Test (OFT),,Total freezing time,time,seconds,light_phase,Figure 2c,OF-pups-abramova2028,C_m_ftt,PS_m_fr,C_PS_m_fr,independent,no,Positive,,39.257,41.7274,23,8.7008,,79.8783,55.483,18,13.0775,,Extracted all from raw data,,,,,,,,yes,,,I double checked MetaDigitise,39.257,Extracted mean used unchanged,41.7274,Extracted SD used unchanged,8.7008,Extracted SE used unchanged,79.8783,Extracted mean used unchanged,55.483,Extracted SD used unchanged,13.0775,Extracted SE used unchanged
badache_2017_stress,ex020,con016,out049,es088,Yes,One treatmentent group and one control,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",mid_late,day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,unclear,,No information,male,45,,none,,anxiety,Open Field Test (OFT),,Time in corners,time,seconds,light_phase,Figure 5a,badache_2017_stress_5a,Cn_cor,Ns_cor,Cn_Ns_cor,independent,no,Positive,,216.89,47.03,16,11.76,,253.78,51.89,16,12.97,,,,,,,,,,yes,,I double checked MetaDigitise,I double checked MetaDigitise,216.89,Extracted mean used unchanged,47.03,Extracted SD used unchanged,11.76,Extracted SE used unchanged,253.78,Extracted mean used unchanged,51.89,Extracted SD used unchanged,12.97,Extracted SE used unchanged
badache_2017_stress,ex020,con016,out050,es089,Yes,One treatmentent group and one control,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",mid_late,day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,unclear,,No information,male,45,,none,,anxiety,Open Field Test (OFT),,Sections crossed,count,count,light_phase,Figure 5b,badache_2017_stress_5b,Cn_sq,Ns_sq,Cn_Ns_sq,independent,yes,Negative,,70.44,16.15,16,4.04,,45.26,8.92,16,2.23,,,,,,,,,,yes,,I double checked MetaDigitise,I double checked MetaDigitise,70.44,Extracted mean used unchanged,16.15,Extracted SD used unchanged,4.04,Extracted SE used unchanged,45.26,Extracted mean used unchanged,8.92,Extracted SD used unchanged,2.23,Extracted SE used unchanged
badache_2017_stress,ex020,con016,out051,es090,Yes,One treatmentent group and one control,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",mid_late,day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,unclear,,No information,male,45,,none,,anxiety,Open Field Test (OFT),,Time in central square,time,seconds,light_phase,Figure 5c,badache_2017_stress_5c,Cn_cen,Ns_cen,Cn_Ns_cen,independent,yes,Negative,,4.13,0.93,16,0.23,,0.18,0.26,16,0.07,,,,,,,,,,yes,,I double checked MetaDigitise,I double checked MetaDigitise,4.13,Extracted mean used unchanged,0.93,Extracted SD used unchanged,0.23,Extracted SE used unchanged,0.18,Extracted mean used unchanged,0.26,Extracted SD used unchanged,0.07,Extracted SE used unchanged
badache_2017_stress,ex020,con016,out052,es091,Yes,One treatmentent group and one control,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",mid_late,day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,unclear,,No information,male,45,,none,,anxiety,Open Field Test (OFT),,Rearing time,time,seconds,light_phase,Figure 5d,badache_2017_stress_5d,Cn_re,Ns_re,Cn_Ns_re,independent,yes,Negative,,22,5.03,16,1.26,,8.54,1.93,16,0.48,,,,,,,,,,yes,,I double checked MetaDigitise,I double checked MetaDigitise,22,Extracted mean used unchanged,5.03,Extracted SD used unchanged,1.26,Extracted SE used unchanged,8.54,Extracted mean used unchanged,1.93,Extracted SD used unchanged,0.48,Extracted SE used unchanged
badache_2017_stress,ex020,con016,out053,es092,Yes,One treatmentent group and one control,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,,Rattus norvegicus,albino rat,Wistar rat,13,90 days,"mid, late",mid_late,day 11-19,9,Intermitent,0.05,"3 mins per day.  HELLA twintone Horn, car horn",Traffic,Audible,110,500,unclear,,No information,male,46,,none,,anxiety,Elevated Plus Maze (EPM),,Time in open arms (OAT),time,seconds,light_phase,Figure 6a,badache_2017_stress_6a,Cn_oat,Ns_oat,Cn_Ns_oat,independent,yes,Negative,,135.51,31.84,16,7.96,,67.96,14.69,16,3.67,,,,,,,,,,yes,,I double checked MetaDigitise,I double checked MetaDigitise,135.51,Extracted mean used unchanged,31.84,Extracted SD used unchanged,7.96,Extracted SE used unchanged,67.96,Extracted mean used unchanged,14.69,Extracted SD used unchanged,3.67,Extracted SE used unchanged
