study_id,es_id,ex_id,con_id,out_id,shared_control,data_status,id_notes,outcome_id_notes,title,doi,publish_in,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,higher_better,effect_direction_label,higher_better_notes,c_mean,c_sd,c_n,c_se_reported,c_se_analysis,c_se_derivation,c_se_source,c_median,c_q1,c_q3,ex_mean,ex_sd,ex_n,ex_se_reported,ex_se_analysis,ex_se_derivation,ex_se_source,ex_median,ex_q1,ex_q3,stat_comment,general_comment
abramova_2024_devneur,es027,ex010,con006,out016,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),They divided in two groups,Total grooming time,Time,s,Light phase,Fig. 2. d,abramova_2024_devneur_fig2d,Con_f_gd,PS_f_gd,Con_PS_f_gd,No,Positive,,22.57,14.12,37,,2.321314,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2d; Fig. 2. d,,,,30.57,22.63,49,,3.232857,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2d; Fig. 2. d,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es028,ex011,con007,out016,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),They divided in two groups,Total grooming time,Time,s,Light phase,Fig. 2. d,abramova_2024_devneur_fig2d,Con_m_gd,PS_m_gd,Con_PS_m_gd,No,Positive,,28.31,19.54,35,,3.302863,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2d; Fig. 2. d,,,,48.4,27.76,44,,4.184977,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2d; Fig. 2. d,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es029,ex010,con006,out017,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",female,70,,none,,Anxiety,Elevated Plus Maze (EPM),They divided in two groups,Mean grooming duration,Time,s,Light phase,Fig. 2. e,abramova_2024_devneur_fig2e,Con_f_mg,PS_f_mg,Con_PS_f_mg,No,Positive,,6.97,3.61,37,,0.59348,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2e; Fig. 2. e,,,,7.61,4.63,49,,0.661429,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2e; Fig. 2. e,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es030,ex011,con007,out017,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",male,70,,none,,Anxiety,Elevated Plus Maze (EPM),They divided in two groups,Mean grooming duration,Time,s,Light phase,Fig. 2. e,abramova_2024_devneur_fig2e,Con_m_mg,PS_m_mg,Con_PS_m_mg,No,Positive,,7.13,4.67,35,,0.789374,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2e; Fig. 2. e,,,,12.15,7.17,44,,1.080918,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig2e; Fig. 2. e,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es031,ex010,con006,out018,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Center entries (crossing),Count,Count,Light phase,Fig. 3. a,abramova_2024_devneur_fig3a,Con_f_ce,PS_f_ce,Con_PS_f_ce,Yes,Negative,,2.46,1.21,37,,0.198923,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3a; Fig. 3. a,,,,2.2,1.91,49,,0.272857,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3a; Fig. 3. a,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es032,ex011,con007,out018,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Center entries (crossing),Count,Count,Light phase,Fig. 3. a,abramova_2024_devneur_fig3a,Con_m_ce,PS_m_ce,Con_PS_m_ce,Yes,Negative,,2.87,1.49,35,,0.251856,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3a; Fig. 3. a,,,,1.48,1.35,44,,0.20352,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3a; Fig. 3. a,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es033,ex010,con006,out019,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Rearing frequency,Count,Count,Light phase,Fig. 3. c,abramova_2024_devneur_fig3b,Con_f_re,PS_f_re,Con_PS_f_re,Yes,Negative,,21.48,5.57,37,,0.915702,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3b; Fig. 3. c,,,,23.44,10.99,49,,1.57,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3b; Fig. 3. c,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es034,ex011,con007,out019,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Rearing frequency,Count,Count,Light phase,Fig. 3. c,abramova_2024_devneur_fig3b,Con_m_re,PS_m_re,Con_PS_m_re,Yes,Negative,,21.46,9.73,35,,1.64467,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3b; Fig. 3. c,,,,15.37,8.01,44,,1.207553,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3b; Fig. 3. c,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es035,ex010,con006,out020,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Sections crossed,Count,Count,Light phase,Fig. 3. b,abramova_2024_devneur_fig3c,Con_f_cs,PS_f_cs,Con_PS_f_cs,Yes,Negative,,50.7,14.38,37,,2.364057,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3c; Fig. 3. b,,,,44.22,17.61,49,,2.515714,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3c; Fig. 3. b,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es036,ex011,con007,out020,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Sections crossed,Count,Count,Light phase,Fig. 3. b,abramova_2024_devneur_fig3c,Con_m_cs,PS_m_cs,Con_PS_m_cs,Yes,Negative,,45.52,13.15,35,,2.222756,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3c; Fig. 3. b,,,,32.55,13.67,44,,2.06083,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3c; Fig. 3. b,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es037,ex010,con006,out021,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Total freezing time,Time,s,Light phase,Fig. 3. d,abramova_2024_devneur_fig3d,Con_f_fr,PS_f_fr,Con_PS_f_fr,No,Positive,,10.51,10.74,37,,1.765645,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3d; Fig. 3. d,,,,31.13,30.81,49,,4.401429,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3d; Fig. 3. d,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es038,ex011,con007,out021,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Total freezing time,Time,s,Light phase,Fig. 3. d,abramova_2024_devneur_fig3d,Con_m_fr,PS_m_fr,Con_PS_m_fr,No,Positive,,17.03,15.77,35,,2.665617,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3d; Fig. 3. d,,,,51.69,49.02,44,,7.390043,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3d; Fig. 3. d,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es039,ex010,con006,out022,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Total grooming time,Time,s,Light phase,Fig. 3. e,abramova_2024_devneur_fig3e,Con_f_grd,PS_f_grd,Con_PS_f_grd,No,Positive,,25.07,13.32,37,,2.189795,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3e; Fig. 3. e,,,,29.12,17.2,49,,2.457143,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3e; Fig. 3. e,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es040,ex011,con007,out022,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Total grooming time,Time,s,Light phase,Fig. 3. e,abramova_2024_devneur_fig3e,Con_m_grd,PS_m_grd,Con_PS_m_grd,No,Positive,,17.34,8.33,35,,1.408027,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3e; Fig. 3. e,,,,40.38,25.3,44,,3.814119,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3e; Fig. 3. e,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es041,ex010,con006,out023,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",female,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Grooming frequency,Count,Count,Light phase,Fig. 3. f,abramova_2024_devneur_fig3f,Con_f_gf,PS_f_gf,Con_PS_f_gf,No,Positive,,3.62,2.13,37,,0.35017,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3f; Fig. 3. f,,,,4.49,2.18,49,,0.311429,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3f; Fig. 3. f,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es042,ex011,con007,out023,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",male,74,,none,,Anxiety,Open Field Test (OFT),They divided in two groups,Grooming frequency,Count,Count,Light phase,Fig. 3. f,abramova_2024_devneur_fig3f,Con_m_gf,PS_m_gf,Con_PS_m_gf,No,Positive,,3.17,1.5,35,,0.253546,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3f; Fig. 3. f,,,,4.46,2.78,44,,0.419101,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig3f; Fig. 3. f,,,,results presented as Med (Q1; Q3),
abramova_2024_devneur,es043,ex010,con006,out024,No,Verified – no change,"one control, one treatment for females and males",,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late","permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",Ambient sound,"No noise, standars housing conditions",female,95,,none,,Depression,Forced Swimming Test (FST),,Total immobility time,Time,s,Light phase,Fig.4. a,abramova_2024_devneur_fig4a,Con_f_ti,PS_f_ti,Con_PS_f_ti,No,Positive,,49.76,27.37,14,,7.31494,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig4a; Fig.4. a,,,,86.12,19.43,13,,5.388912,SD / sqrt(n); derived for analysis from the extracted SD and sample size,abramova_2024_devneur_fig4a; Fig.4. a,,,,,
